B365L,B365W,Date,L1,L2,L3,L4,L5,Loser,Round,Series,Surface,Tournament,W1,W2,W3,W4,W5,Winner
23.0,1.01,18/04/12,4.0,3.0,,,,Nieminen J.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Nadal R.
2.87,1.38,18/04/12,6.0,1.0,,,,Cilic M.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,7.0,6.0,,,,Berdych T.
3.4,1.3,18/04/12,4.0,2.0,,,,Mathieu P.H.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Nishikori K.
9.0,1.07,19/04/12,5.0,,,,,Benneteau J.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,,,,,Murray A.
2.87,1.38,19/04/12,6.0,2.0,4.0,,,Nishikori K.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,2.0,6.0,6.0,,,Berdych T.
2.62,1.44,19/04/12,6.0,2.0,,,,Verdasco F.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,7.0,6.0,,,,Tsonga J.W.
1.9,1.8,19/04/12,0.0,6.0,1.0,,,Tipsarevic J.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,4.0,6.0,,,Simon G.
1.44,2.62,19/04/12,3.0,3.0,,,,Almagro N.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Wawrinka S.
1.4,3.0,20/04/12,7.0,2.0,3.0,,,Murray A.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,6.0,,,Berdych T.
13.0,1.04,20/04/12,5.0,4.0,,,,Wawrinka S.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,7.0,6.0,,,,Nadal R.
1.53,2.5,20/04/12,5.0,4.0,,,,Tsonga J.W.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,7.0,6.0,,,,Simon G.
3.75,1.28,21/04/12,6.0,3.0,2.0,,,Berdych T.,Semifinals,Masters 1000,Clay,Monte Carlo Masters,4.0,6.0,6.0,,,Djokovic N.
13.0,1.04,21/04/12,3.0,4.0,,,,Simon G.,Semifinals,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Nadal R.
2.1,1.72,22/04/12,3.0,1.0,,,,Djokovic N.,The Final,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Nadal R.
1.57,2.25,15/04/13,6.0,4.0,4.0,,,Seppi A.,1st Round,Masters 1000,Clay,Monte Carlo Masters,3.0,6.0,6.0,,,Fognini F.
3.0,1.36,15/04/13,1.0,4.0,,,,Benneteau J.,1st Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Raonic M.
3.5,1.28,16/04/13,6.0,2.0,,,,Davydenko N.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,7.0,6.0,,,,Tsonga J.W.
1.3,3.4,17/04/13,3.0,6.0,6.0,,,Raonic M.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,1.0,7.0,,,Nieminen J.
3.0,1.36,17/04/13,2.0,3.0,,,,Anderson K.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Cilic M.
10.0,1.06,17/04/13,6.0,1.0,4.0,,,Youzhny M.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,4.0,6.0,6.0,,,Djokovic N.
1.14,5.5,17/04/13,4.0,2.0,,,,Almagro N.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Melzer J.
1.22,4.0,18/04/13,4.0,2.0,,,,Berdych T.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Fognini F.
4.33,1.2,18/04/13,3.0,0.0,,,,Melzer J.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Tsonga J.W.
26.0,1.01,18/04/13,2.0,4.0,,,,Kohlschreiber P.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Nadal R.
2.25,1.57,18/04/13,5.0,4.0,,,,Cilic M.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,7.0,6.0,,,,Gasquet R.
1.4,2.75,18/04/13,1.0,2.0,,,,Murray A.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Wawrinka S.
7.0,1.1,18/04/13,6.0,2.0,2.0,,,Monaco J.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,4.0,6.0,6.0,,,Djokovic N.
1.11,6.5,18/04/13,4.0,6.0,6.0,,,Del Potro J.M.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,4.0,7.0,,,Nieminen J.
1.72,2.0,19/04/13,6.0,3.0,4.0,,,Wawrinka S.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,2.0,6.0,6.0,,,Tsonga J.W.
1.36,3.25,19/04/13,6.0,2.0,,,,Gasquet R.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,7.0,6.0,,,,Fognini F.
6.5,1.11,19/04/13,4.0,3.0,,,,Nieminen J.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Djokovic N.
7.0,1.1,20/04/13,3.0,6.0,,,,Tsonga J.W.,Semifinals,Masters 1000,Clay,Monte Carlo Masters,6.0,7.0,,,,Nadal R.
6.0,1.12,20/04/13,2.0,1.0,,,,Fognini F.,Semifinals,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Djokovic N.
1.4,2.87,21/04/13,2.0,6.0,,,,Nadal R.,The Final,Masters 1000,Clay,Monte Carlo Masters,6.0,7.0,,,,Djokovic N.
3.5,1.28,14/04/14,1.0,2.0,,,,Karlovic I.,1st Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Stepanek R.
2.0,1.72,15/04/14,3.0,6.0,,,,Youzhny M.,1st Round,Masters 1000,Clay,Monte Carlo Masters,6.0,7.0,,,,Seppi A.
4.33,1.2,15/04/14,4.0,6.0,4.0,,,Melzer J.,1st Round,Masters 1000,Clay,Monte Carlo Masters,6.0,3.0,6.0,,,Benneteau J.
2.75,1.4,15/04/14,4.0,6.0,,,,Anderson K.,1st Round,Masters 1000,Clay,Monte Carlo Masters,6.0,7.0,,,,Monfils G.
3.4,1.3,15/04/14,3.0,2.0,,,,Mathieu P.H.,1st Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Almagro N.
2.5,1.5,15/04/14,4.0,6.0,4.0,,,Kohlschreiber P.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,1.0,6.0,,,Tsonga J.W.
8.0,1.08,15/04/14,3.0,0.0,,,,Chardy J.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Ferrer D.
8.0,1.08,16/04/14,1.0,2.0,,,,Stepanek R.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Federer R.
4.33,1.2,16/04/14,6.0,0.0,1.0,,,Benneteau J.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,4.0,6.0,6.0,,,Robredo T.
2.5,1.5,16/04/14,0.0,2.0,,,,Cilic M.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Wawrinka S.
1.72,2.0,17/04/14,4.0,3.0,,,,Robredo T.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Raonic M.
1.72,2.0,17/04/14,7.0,3.0,0.0,,,Fognini F.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,5.0,6.0,6.0,,,Tsonga J.W.
26.0,1.01,17/04/14,1.0,3.0,,,,Seppi A.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Nadal R.
3.75,1.25,17/04/14,,,,,,Almagro N.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,,,,,,Wawrinka S.
3.75,1.28,18/04/14,6.0,2.0,,,,Raonic M.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,7.0,6.0,,,,Wawrinka S.
1.08,8.0,18/04/14,6.0,4.0,,,,Nadal R.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,7.0,6.0,,,,Ferrer D.
4.0,1.25,18/04/14,6.0,6.0,1.0,,,Tsonga J.W.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,2.0,7.0,6.0,,,Federer R.
1.72,2.1,19/04/14,1.0,6.0,,,,Ferrer D.,Semifinals,Masters 1000,Clay,Monte Carlo Masters,6.0,7.0,,,,Wawrinka S.
1.28,3.75,19/04/14,5.0,2.0,,,,Djokovic N.,Semifinals,Masters 1000,Clay,Monte Carlo Masters,7.0,6.0,,,,Federer R.
1.61,2.3,20/04/14,6.0,6.0,2.0,,,Federer R.,The Final,Masters 1000,Clay,Monte Carlo Masters,4.0,7.0,6.0,,,Wawrinka S.
2.25,1.57,14/04/15,3.0,6.0,4.0,,,Seppi A.,1st Round,Masters 1000,Clay,Monte Carlo Masters,6.0,1.0,6.0,,,Robredo T.
2.75,1.4,15/04/15,1.0,4.0,,,,Monaco J.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Wawrinka S.
6.0,1.12,15/04/15,2.0,1.0,,,,Chardy J.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Federer R.
2.75,1.4,16/04/15,3.0,6.0,3.0,,,Robredo T.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,3.0,6.0,,,Raonic M.
1.22,4.0,16/04/15,4.0,6.0,,,,Federer R.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,7.0,,,,Monfils G.
7.0,1.1,16/04/15,6.0,6.0,3.0,,,Isner J.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,7.0,4.0,6.0,,,Nadal R.
1.44,2.62,16/04/15,3.0,6.0,,,,Tsonga J.W.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,7.0,,,,Cilic M.
5.0,1.16,16/04/15,2.0,7.0,1.0,,,Simon G.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,6.0,,,Ferrer D.
2.75,1.44,17/04/15,2.0,,,,,Raonic M.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,5.0,,,,,Berdych T.
13.0,1.04,17/04/15,0.0,3.0,,,,Cilic M.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Djokovic N.
3.0,1.4,17/04/15,4.0,7.0,2.0,,,Ferrer D.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,6.0,5.0,6.0,,,Nadal R.
1.9,1.9,18/04/15,1.0,4.0,,,,Monfils G.,Semifinals,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Berdych T.
3.0,1.4,18/04/15,3.0,3.0,,,,Nadal R.,Semifinals,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Djokovic N.
9.0,1.07,19/04/15,5.0,6.0,3.0,,,Berdych T.,The Final,Masters 1000,Clay,Monte Carlo Masters,7.0,4.0,6.0,,,Djokovic N.
3.0,1.36,11/04/16,4.0,0.0,,,,Almagro N.,1st Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Gasquet R.
2.75,1.4,13/04/16,6.0,5.0,,,,Kohlschreiber P.,2nd Round,Masters 1000,Clay,Monte Carlo Masters,7.0,7.0,,,,Wawrinka S.
2.75,1.44,14/04/16,1.0,2.0,,,,Simon G.,3rd Round,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Wawrinka S.
3.25,1.36,15/04/16,2.0,0.0,,,,Raonic M.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Murray A.
2.1,1.72,15/04/16,1.0,4.0,,,,Wawrinka S.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Nadal R.
1.33,3.4,15/04/16,6.0,2.0,5.0,,,Federer R.,Quarterfinals,Masters 1000,Clay,Monte Carlo Masters,3.0,6.0,7.0,,,Tsonga J.W.
3.0,1.4,16/04/16,6.0,4.0,2.0,,,Murray A.,Semifinals,Masters 1000,Clay,Monte Carlo Masters,2.0,6.0,6.0,,,Nadal R.
2.1,1.72,16/04/16,1.0,3.0,,,,Tsonga J.W.,Semifinals,Masters 1000,Clay,Monte Carlo Masters,6.0,6.0,,,,Monfils G.
3.75,1.28,17/04/16,5.0,7.0,0.0,,,Monfils G.,The Final,Masters 1000,Clay,Monte Carlo Masters,7.0,5.0,6.0,,,Nadal R.
,,30/07/01,3.0,4.0,,,,Novak J.,1st Round,Masters,Hard,Montreal TMS,6.0,6.0,,,,Ferrero J.C.
,,30/07/01,2.0,4.0,,,,Agassi A.,1st Round,Masters,Hard,Montreal TMS,6.0,6.0,,,,Ljubicic I.
,,30/07/01,6.0,4.0,,,,Ljubicic I.,2nd Round,Masters,Hard,Montreal TMS,7.0,6.0,,,,Haas T.
,,30/07/01,1.0,4.0,,,,Gaudio G.,2nd Round,Masters,Hard,Montreal TMS,6.0,6.0,,,,Kuerten G.
,,30/07/01,3.0,7.0,5.0,,,Moya C.,2nd Round,Masters,Hard,Montreal TMS,6.0,5.0,7.0,,,Roddick A.
,,30/07/01,7.0,4.0,2.0,,,Kuerten G.,3rd Round,Masters,Hard,Montreal TMS,6.0,6.0,6.0,,,Roddick A.
,,30/07/01,2.0,4.0,,,,Clement A.,Quarterfinals,Masters,Hard,Montreal TMS,6.0,6.0,,,,Haas T.
2.625,1.444,04/08/03,2.0,4.0,,,,Youzhny M.,1st Round,Masters,Hard,Montreal TMS,6.0,6.0,,,,Schuettler R.
1.286,3.5,04/08/03,6.0,6.0,3.0,,,Moya C.,1st Round,Masters,Hard,Montreal TMS,7.0,4.0,6.0,,,Clement A.
2.25,1.571,05/08/03,6.0,4.0,,,,Stepanek R.,1st Round,Masters,Hard,Montreal TMS,7.0,6.0,,,,Blake J.
6.0,1.111,05/08/03,4.0,6.0,5.0,,,Gaudio G.,1st Round,Masters,Hard,Montreal TMS,6.0,3.0,7.0,,,Federer R.
2.25,1.571,05/08/03,6.0,6.0,,,,Nieminen J.,1st Round,Masters,Hard,Montreal TMS,7.0,7.0,,,,Nalbandian D.
2.1,1.667,05/08/03,2.0,,,,,Gonzalez F.,1st Round,Masters,Hard,Montreal TMS,6.0,,,,,Henman T.
,,05/08/03,3.0,,,,,Coria G.,1st Round,Masters,Hard,Montreal TMS,6.0,,,,,Lopez F.
2.25,1.571,06/08/03,4.0,6.0,5.0,,,Mathieu P.H.,2nd Round,Masters,Hard,Montreal TMS,6.0,3.0,7.0,,,Lopez F.
1.571,2.25,06/08/03,4.0,4.0,,,,Henman T.,2nd Round,Masters,Hard,Montreal TMS,6.0,6.0,,,,Nalbandian D.
7.5,1.071,06/08/03,6.0,2.0,,,,Davydenko N.,2nd Round,Masters,Hard,Montreal TMS,7.0,6.0,,,,Agassi A.
2.0,1.727,07/08/03,6.0,3.0,,,,Blake J.,2nd Round,Masters,Hard,Montreal TMS,7.0,6.0,,,,Novak J.
5.5,1.125,07/08/03,6.0,2.0,,,,Chela J.I.,2nd Round,Masters,Hard,Montreal TMS,7.0,6.0,,,,Roddick A.
2.0,1.727,07/08/03,5.0,0.0,,,,Novak J.,3rd Round,Masters,Hard,Montreal TMS,7.0,6.0,,,,Schuettler R.
3.75,1.25,07/08/03,4.0,3.0,,,,Robredo T.,3rd Round,Masters,Hard,Montreal TMS,6.0,6.0,,,,Federer R.
3.0,1.364,08/08/03,3.0,3.0,,,,Grosjean S.,3rd Round,Masters,Hard,Montreal TMS,6.0,6.0,,,,Roddick A.
1.222,4.0,09/08/03,6.0,2.0,3.0,,,Agassi A.,Quarterfinals,Masters,Hard,Montreal TMS,2.0,6.0,6.0,,,Schuettler R.
2.375,1.533,09/08/03,4.0,4.0,,,,Lopez F.,Quarterfinals,Masters,Hard,Montreal TMS,6.0,6.0,,,,Nalbandian D.
1.533,2.375,09/08/03,4.0,6.0,6.0,,,Federer R.,Semifinals,Masters,Hard,Montreal TMS,6.0,3.0,7.0,,,Roddick A.
1.6669999999999998,2.1,10/08/03,6.0,2.0,2.0,,,Schuettler R.,Semifinals,Masters,Hard,Montreal TMS,3.0,6.0,6.0,,,Nalbandian D.
3.5,1.286,10/08/03,1.0,3.0,,,,Nalbandian D.,The Final,Masters,Hard,Montreal TMS,6.0,6.0,,,,Roddick A.
2.5,1.5,08/08/05,3.0,6.0,,,,Youzhny M.,1st Round,Masters,Hard,Rogers Cup,6.0,7.0,,,,Gasquet R.
2.37,1.53,08/08/05,4.0,1.0,,,,Chela J.I.,1st Round,Masters,Hard,Rogers Cup,6.0,6.0,,,,Nalbandian D.
1.61,2.2,09/08/05,3.0,4.0,,,,Stepanek R.,1st Round,Masters,Hard,Rogers Cup,6.0,6.0,,,,Soderling R.
2.2,1.61,09/08/05,1.0,3.0,,,,Melzer J.,1st Round,Masters,Hard,Rogers Cup,6.0,6.0,,,,Berdych T.
4.5,1.16,09/08/05,3.0,7.0,3.0,,,Moya C.,1st Round,Masters,Hard,Rogers Cup,6.0,6.0,6.0,,,Nadal R.
1.53,2.37,09/08/05,3.0,2.0,,,,Coria G.,1st Round,Masters,Hard,Rogers Cup,6.0,6.0,,,,Ferrero J.C.
1.04,9.0,10/08/05,5.0,3.0,,,,Roddick A.,1st Round,Masters,Hard,Rogers Cup,7.0,6.0,,,,Mathieu P.H.
2.25,1.57,10/08/05,7.0,1.0,3.0,,,Berdych T.,2nd Round,Masters,Hard,Rogers Cup,5.0,6.0,6.0,,,Davydenko N.
1.53,2.37,10/08/05,6.0,3.0,,,,Gasquet R.,2nd Round,Masters,Hard,Rogers Cup,7.0,6.0,,,,Grosjean S.
2.1,1.66,10/08/05,3.0,6.0,3.0,,,Clement A.,2nd Round,Masters,Hard,Rogers Cup,6.0,3.0,6.0,,,Mathieu P.H.
2.62,1.44,11/08/05,5.0,6.0,3.0,,,Ferrer D.,2nd Round,Masters,Hard,Rogers Cup,7.0,4.0,6.0,,,Ferrero J.C.
1.8,1.9,11/08/05,3.0,6.0,,,,Robredo T.,3rd Round,Masters,Hard,Rogers Cup,6.0,7.0,,,,Gaudio G.
4.5,1.16,11/08/05,4.0,4.0,,,,Grosjean S.,3rd Round,Masters,Hard,Rogers Cup,6.0,6.0,,,,Nadal R.
3.39,1.3,12/08/05,4.0,2.0,,,,Kiefer N.,3rd Round,Masters,Hard,Rogers Cup,6.0,6.0,,,,Agassi A.
3.75,1.25,13/08/05,3.0,4.0,,,,Gaudio G.,Quarterfinals,Masters,Hard,Rogers Cup,6.0,6.0,,,,Agassi A.
5.0,1.14,14/08/05,4.0,5.0,,,,Mathieu P.H.,Semifinals,Masters,Hard,Rogers Cup,6.0,7.0,,,,Nadal R.
2.87,1.4,14/08/05,3.0,6.0,2.0,,,Agassi A.,The Final,Masters,Hard,Rogers Cup,6.0,4.0,6.0,,,Nadal R.
2.75,1.39,06/08/07,6.0,4.0,,,,Ferrero J.C.,1st Round,Masters,Hard,Rogers Masters,7.0,6.0,,,,Hewitt L.
1.66,2.1,07/08/07,6.0,5.0,0.0,,,Canas G.,1st Round,Masters,Hard,Rogers Masters,4.0,7.0,6.0,,,Mathieu P.H.
2.62,1.44,07/08/07,2.0,4.0,,,,Grosjean S.,1st Round,Masters,Hard,Rogers Masters,6.0,6.0,,,,Youzhny M.
5.5,1.12,07/08/07,5.0,6.0,,,,Melzer J.,1st Round,Masters,Hard,Rogers Masters,7.0,7.0,,,,Blake J.
2.62,1.44,07/08/07,3.0,4.0,,,,Benneteau J.,1st Round,Masters,Hard,Rogers Masters,6.0,6.0,,,,Nieminen J.
3.75,1.25,07/08/07,3.0,3.0,,,,Kiefer N.,1st Round,Masters,Hard,Rogers Masters,6.0,6.0,,,,Djokovic N.
1.83,1.83,07/08/07,2.0,,,,,Soderling R.,1st Round,Masters,Hard,Rogers Masters,1.0,,,,,Safin M.
2.0,1.72,07/08/07,6.0,1.0,3.0,,,Chela J.I.,1st Round,Masters,Hard,Rogers Masters,3.0,6.0,6.0,,,Verdasco F.
2.37,1.53,08/08/07,6.0,1.0,,,,Moya C.,1st Round,Masters,Hard,Rogers Masters,7.0,6.0,,,,Baghdatis M.
2.0,1.72,07/08/07,7.0,6.0,4.0,,,Gonzalez F.,2nd Round,Masters,Hard,Rogers Masters,6.0,7.0,6.0,,,Stepanek R.
1.36,3.0,08/08/07,6.0,6.0,4.0,,,Gasquet R.,2nd Round,Masters,Hard,Rogers Masters,3.0,7.0,6.0,,,Verdasco F.
1.06,8.0,08/08/07,2.0,2.0,,,,Murray A.,2nd Round,Masters,Hard,Rogers Masters,6.0,6.0,,,,Fognini F.
3.25,1.33,08/08/07,4.0,4.0,,,,Wawrinka S.,2nd Round,Masters,Hard,Rogers Masters,6.0,6.0,,,,Youzhny M.
2.1,1.66,08/08/07,,,,,,Blake J.,2nd Round,Masters,Hard,Rogers Masters,,,,,,Hewitt L.
1.61,2.2,08/08/07,6.0,1.0,,,,Ferrer D.,2nd Round,Masters,Hard,Rogers Masters,7.0,6.0,,,,Nalbandian D.
2.1,1.66,08/08/07,3.0,6.0,,,,Nieminen J.,2nd Round,Masters,Hard,Rogers Masters,6.0,7.0,,,,Davydenko N.
6.0,1.11,08/08/07,1.0,6.0,,,,Clement A.,2nd Round,Masters,Hard,Rogers Masters,6.0,7.0,,,,Roddick A.
8.5,1.05,08/08/07,6.0,6.0,,,,Karlovic I.,2nd Round,Masters,Hard,Rogers Masters,7.0,7.0,,,,Federer R.
5.0,1.14,09/08/07,6.0,0.0,,,,Safin M.,2nd Round,Masters,Hard,Rogers Masters,7.0,6.0,,,,Nadal R.
1.44,2.62,09/08/07,3.0,6.0,2.0,,,Haas T.,3rd Round,Masters,Hard,Rogers Masters,6.0,2.0,6.0,,,Stepanek R.
1.83,1.83,09/08/07,6.0,3.0,,,,Youzhny M.,3rd Round,Masters,Hard,Rogers Masters,7.0,6.0,,,,Davydenko N.
3.0,1.36,09/08/07,2.0,3.0,,,,Nalbandian D.,3rd Round,Masters,Hard,Rogers Masters,6.0,6.0,,,,Djokovic N.
17.0,1.0,09/08/07,1.0,1.0,,,,Fognini F.,3rd Round,Masters,Hard,Rogers Masters,6.0,6.0,,,,Federer R.
5.0,1.14,09/08/07,6.0,3.0,2.0,,,Mathieu P.H.,3rd Round,Masters,Hard,Rogers Masters,3.0,6.0,6.0,,,Nadal R.
2.37,1.53,10/08/07,2.0,3.0,,,,Baghdatis M.,3rd Round,Masters,Hard,Rogers Masters,6.0,6.0,,,,Roddick A.
1.53,2.5,10/08/07,4.0,5.0,,,,Davydenko N.,Quarterfinals,Masters,Hard,Rogers Masters,6.0,7.0,,,,Stepanek R.
11.0,1.04,10/08/07,3.0,4.0,,,,Hewitt L.,Quarterfinals,Masters,Hard,Rogers Masters,6.0,6.0,,,,Federer R.
2.2,1.66,10/08/07,6.0,4.0,,,,Roddick A.,Quarterfinals,Masters,Hard,Rogers Masters,7.0,6.0,,,,Djokovic N.
12.0,1.03,11/08/07,6.0,2.0,,,,Stepanek R.,Semifinals,Masters,Hard,Rogers Masters,7.0,6.0,,,,Federer R.
1.66,2.2,12/08/07,5.0,3.0,,,,Nadal R.,Semifinals,Masters,Hard,Rogers Masters,7.0,6.0,,,,Djokovic N.
1.22,4.33,13/08/07,6.0,6.0,6.0,,,Federer R.,The Final,Masters,Hard,Rogers Masters,7.0,2.0,7.0,,,Djokovic N.
1.4,2.75,10/08/09,6.0,6.0,1.0,,,Cilic M.,1st Round,Masters 1000,Hard,Rogers Masters,4.0,7.0,6.0,,,Youzhny M.
2.37,1.53,10/08/09,4.0,1.0,,,,Kiefer N.,1st Round,Masters 1000,Hard,Rogers Masters,6.0,6.0,,,,Wawrinka S.
2.25,1.57,10/08/09,2.0,6.0,2.0,,,Safin M.,1st Round,Masters 1000,Hard,Rogers Masters,6.0,3.0,6.0,,,Monfils G.
1.44,2.62,11/08/09,1.0,4.0,,,,Hewitt L.,1st Round,Masters 1000,Hard,Rogers Masters,6.0,6.0,,,,Ferrero J.C.
1.5,2.5,11/08/09,6.0,7.0,4.0,,,Berdych T.,1st Round,Masters 1000,Hard,Rogers Masters,7.0,6.0,6.0,,,Kohlschreiber P.
3.0,1.36,11/08/09,1.0,7.0,1.0,,,Lopez F.,1st Round,Masters 1000,Hard,Rogers Masters,6.0,6.0,6.0,,,Verdasco F.
1.83,1.83,11/08/09,6.0,6.0,4.0,,,Karlovic I.,1st Round,Masters 1000,Hard,Rogers Masters,4.0,7.0,6.0,,,Haas T.
12.0,1.02,12/08/09,6.0,6.0,4.0,,,Raonic M.,1st Round,Masters 1000,Hard,Rogers Masters,4.0,7.0,6.0,,,Gonzalez F.
3.5,1.28,11/08/09,6.0,6.0,,,,Mathieu P.H.,2nd Round,Masters 1000,Hard,Rogers Masters,7.0,7.0,,,,Davydenko N.
9.0,1.05,11/08/09,4.0,2.0,,,,Chardy J.,2nd Round,Masters 1000,Hard,Rogers Masters,6.0,6.0,,,,Murray A.
1.61,2.2,12/08/09,7.0,1.0,3.0,,,Isner J.,2nd Round,Masters 1000,Hard,Rogers Masters,6.0,6.0,6.0,,,Youzhny M.
7.0,1.08,12/08/09,6.0,3.0,4.0,,,Schuettler R.,2nd Round,Masters 1000,Hard,Rogers Masters,4.0,6.0,6.0,,,Tsonga J.W.
2.2,1.61,12/08/09,3.0,6.0,,,,Monfils G.,2nd Round,Masters 1000,Hard,Rogers Masters,6.0,7.0,,,,Ferrero J.C.
2.1,1.66,12/08/09,6.0,,,,,Haas T.,2nd Round,Masters 1000,Hard,Rogers Masters,7.0,,,,,Gonzalez F.
3.5,1.28,12/08/09,3.0,,,,,Ferrer D.,2nd Round,Masters 1000,Hard,Rogers Masters,4.0,,,,,Nadal R.
5.0,1.14,13/08/09,3.0,4.0,,,,Youzhny M.,3rd Round,Masters 1000,Hard,Rogers Masters,6.0,6.0,,,,Djokovic N.
3.0,1.36,13/08/09,6.0,6.0,6.0,,,Verdasco F.,3rd Round,Masters 1000,Hard,Rogers Masters,7.0,4.0,7.0,,,Roddick A.
5.5,1.12,13/08/09,1.0,3.0,,,,Ferrero J.C.,3rd Round,Masters 1000,Hard,Rogers Masters,6.0,6.0,,,,Murray A.
2.5,1.5,13/08/09,6.0,5.0,,,,Gonzalez F.,3rd Round,Masters 1000,Hard,Rogers Masters,7.0,7.0,,,,Davydenko N.
6.5,1.1,13/08/09,3.0,6.0,,,,Wawrinka S.,3rd Round,Masters 1000,Hard,Rogers Masters,6.0,7.0,,,,Federer R.
2.25,1.57,13/08/09,3.0,3.0,,,,Simon G.,3rd Round,Masters 1000,Hard,Rogers Masters,6.0,6.0,,,,Tsonga J.W.
3.75,1.25,14/08/09,2.0,4.0,,,,Davydenko N.,Quarterfinals,Masters 1000,Hard,Rogers Masters,6.0,6.0,,,,Murray A.
1.11,6.0,14/08/09,6.0,6.0,6.0,,,Federer R.,Quarterfinals,Masters 1000,Hard,Rogers Masters,7.0,1.0,7.0,,,Tsonga J.W.
1.9,1.8,14/08/09,4.0,6.0,,,,Djokovic N.,Quarterfinals,Masters 1000,Hard,Rogers Masters,6.0,7.0,,,,Roddick A.
1.53,2.37,15/08/09,6.0,1.0,,,,Nadal R.,Quarterfinals,Masters 1000,Hard,Rogers Masters,7.0,6.0,,,,Del Potro J.M.
4.5,1.2,15/08/09,4.0,6.0,,,,Tsonga J.W.,Semifinals,Masters 1000,Hard,Rogers Masters,6.0,7.0,,,,Murray A.
1.9,1.9,15/08/09,6.0,2.0,5.0,,,Roddick A.,Semifinals,Masters 1000,Hard,Rogers Masters,4.0,6.0,7.0,,,Del Potro J.M.
